scenario,pool_x,pool_y,fee,victim_v,slippage,attacker_in,attacker_profit,victim_honest_out,victim_actual_out,victim_extra_loss,attacker_roi,reverted,price_before,price_after_front,price_after_victim,price_after_back
slippage,100000.0,100000.0,0.003,1000.0,0.010567796610169492,536.065011874513,7.41413494002461,987.1580343970613,976.7259490674594,10.432085329601932,0.01383066377359502,0,1.0,0.9893801237100247,0.9700165008185176,0.9805004318162651
slippage,100000.0,100000.0,0.003,1000.0,0.01140677966101695,578.9914169569198,8.001958978510402,987.1580343970613,975.897740208092,11.260294188969283,0.013820513990634498,0,1.0,0.9885370419654039,0.9691980550866116,0.9805143395575732
slippage,100000.0,100000.0,0.003,1000.0,0.012245762711864408,621.97250217687,8.589666433743332,987.1580343970613,975.069531348725,12.088503048336293,0.013810363647395933,0,1.0,0.98769396551835,0.9683796041795654,0.9805282463288724
slippage,100000.0,100000.0,0.003,1000.0,0.013084745762711866,665.0083837196721,9.177257171195265,987.1580343970613,974.2413224893579,12.916711907703416,0.013800212742977764,0,1.0,0.9868508943710727,0.9675611480951606,0.9805421521287914
slippage,100000.0,100000.0,0.003,1000.0,0.013923728813559324,708.0991781164739,9.764731056048277,987.1580343970613,973.4131136299909,13.744920767070425,0.013790061276475729,0,1.0,0.986007828525786,0.9667426868311768,0.980556056955956
slippage,100000.0,100000.0,0.003,1000.0,0.014762711864406782,751.245002245704,10.352087953197042,987.1580343970613,972.584904770624,14.573129626437321,0.013779909246985265,0,1.0,0.9851647679847062,0.9659242203853905,0.9805699608089894
slippage,100000.0,100000.0,0.003,1000.0,0.01560169491525424,794.4459733343444,10.939327727244631,987.1580343970613,971.756695911257,15.401338485804331,0.013769756653597877,0,1.0,0.9843217127500526,0.9651057487555758,0.9805838636865114
slippage,100000.0,100000.0,0.003,1000.0,0.016440677966101696,837.7022089592888,11.526450242504666,987.1580343970613,970.9284870518902,16.229547345171113,0.013759603495404936,0,1.0,0.9834786628240474,0.9642872719395033,0.9805977655871392
slippage,100000.0,100000.0,0.003,1000.0,0.017279661016949156,881.0138270486966,12.113455362998252,987.1580343970613,970.1002781925232,17.057756204538123,0.013749449771494563,0,1.0,0.9826356182089153,0.963468789934941,0.980611666509487
slippage,100000.0,100000.0,0.003,1000.0,0.018118644067796612,924.380945883339,12.700342952454548,987.1580343970613,969.2720693331559,17.885965063905473,0.013739295480953572,0,1.0,0.9817925789068835,0.9626503027396538,0.9806255664521657
slippage,100000.0,100000.0,0.003,1000.0,0.01895762711864407,967.8036840978866,13.287112874308491,987.1580343970613,968.4438604737888,18.714173923272483,0.01372914062286685,0,1.0,0.9809495449201839,0.9618318103514046,0.9806394654137837
slippage,100000.0,100000.0,0.003,1000.0,0.019796610169491528,1011.282160682416,13.873764991701705,987.1580343970613,967.6156516144216,19.54238278263972,0.013718985196317169,0,1.0,0.9801065162510489,0.9610133127679525,0.9806533633929466
slippage,100000.0,100000.0,0.003,1000.0,0.020635593220338984,1054.816494983619,14.460299167479434,987.1580343970613,966.7874427550548,20.370591642006502,0.013708829200385228,0,1.0,0.9792634929017159,0.9601948099870546,0.9806672603882565
slippage,100000.0,100000.0,0.003,1000.0,0.021474576271186444,1098.406806706329,15.046715264192017,987.1580343970613,965.9592338956877,21.198800501373626,0.013698672634149945,0,1.0,0.9784204748744232,0.9593763020064642,0.9806811563983128
slippage,100000.0,100000.0,0.003,1000.0,0.0223135593220339,1142.0532159147817,15.633013144092274,987.1580343970613,965.1310250363208,22.02700936074052,0.013688515496688366,0,1.0,0.9775774621714134,0.9585577888239323,0.980695051421712
slippage,100000.0,100000.0,0.003,1000.0,0.02315254237288136,1185.7558430340819,16.219192669135055,987.1580343970613,964.3028161769538,22.85521822010753,0.013678357787075117,0,1.0,0.9767344547949313,0.9577392704372065,0.9807089454570471
slippage,100000.0,100000.0,0.003,1000.0,0.023991525423728816,1229.5148088515507,16.80525370097712,987.1580343970613,963.4746073175868,23.68342707947454,0.013668199504383647,0,1.0,0.9758914527472247,0.9569207468440318,0.9807228385029088
slippage,100000.0,100000.0,0.003,1000.0,0.024830508474576275,1273.3302345181514,17.391196100974867,987.1580343970613,962.6463984582199,24.511635938841437,0.01365804064768475,0,1.0,0.9750484560305447,0.9561022180421509,0.9807367305578846
slippage,100000.0,100000.0,0.003,1000.0,0.02566949152542373,1317.202241549914,17.97701973018411,987.1580343970613,961.8181895988528,25.33984479820856,0.013647881216047026,0,1.0,0.9742054646471446,0.9552836840293024,0.9807506216205585
slippage,100000.0,100000.0,0.003,1000.0,0.02650847457627119,1361.1309518292733,18.562724449359166,987.1580343970613,960.9899807394861,26.16805365757523,0.013637721208537686,0,1.0,0.9733624785992817,0.9544651448032232,0.9807645116895122
slippage,100000.0,100000.0,0.003,1000.0,0.027347457627118647,1405.1164876066414,19.148310118953532,987.1580343970613,960.1617718801187,26.99626251694258,0.013627560624222103,0,1.0,0.9725194978892143,0.9536466003616457,0.9807784007633235
slippage,100000.0,100000.0,0.003,1000.0,0.028186440677966104,1449.1589715016605,19.733776599115345,987.1580343970613,959.3335630207517,27.82447137630959,0.013617399462162963,0,1.0,0.9716765225192058,0.9528280507023008,0.9807922888405678
slippage,100000.0,100000.0,0.003,1000.0,0.029025423728813563,1493.2585265047665,20.319123749688288,987.1580343970613,958.5053541613845,28.652680235676826,0.01360723772142039,0,1.0,0.9708335524915213,0.9520094958229162,0.9808061759198177
slippage,100000.0,100000.0,0.003,1000.0,0.02986440677966102,1537.4152759785532,20.90435143021341,987.1580343970613,957.6771453020175,29.480889095043835,0.013597075401054506,0,1.0,0.9699905878084291,0.9511909357212163,0.9808200619996419
slippage,100000.0,100000.0,0.003,1000.0,0.03070338983050848,1581.6293436592825,21.48945949992344,987.1580343970613,956.8489364426505,30.309097954410845,0.013586912500121609,0,1.0,0.9691476284722006,0.9503723703949228,0.9808339470786064
slippage,100000.0,100000.0,0.003,1000.0,0.03154237288135593,1625.9008536583203,22.074447817745522,987.1580343970613,956.0207275832835,31.137306813777855,0.013576749017676831,0,1.0,0.9683046744851097,0.9495537998417541,0.9808478311552744
slippage,100000.0,100000.0,0.003,1000.0,0.03238135593220339,1670.2299304635412,22.65931624229711,987.1580343970613,955.1925187239166,31.96551567314475,0.013566584952772603,0,1.0,0.9674617258494341,0.9487352240594262,0.9808617142282055
slippage,100000.0,100000.0,0.003,1000.0,0.03322033898305085,1714.6166989409323,23.244064631889614,987.1580343970613,954.3643098645493,32.79372453251199,0.013556420304460338,0,1.0,0.9666187825674531,0.9479166430456512,0.9808755962959563
slippage,100000.0,100000.0,0.003,1000.0,0.03405932203389831,1759.0612843359224,23.82869284452113,987.1580343970613,953.5361010051823,33.621933391879,0.013546255071787845,0,1.0,0.9657758446414504,0.9470980567981392,0.980889477357081
slippage,100000.0,100000.0,0.003,1000.0,0.034898305084745763,1803.5638122749422,24.413200737881198,987.1580343970613,952.7078921458155,34.45014225124578,0.013536089253802102,0,1.0,0.9649329120737121,0.9462794653145974,0.9809033574101297
slippage,100000.0,100000.0,0.003,1000.0,0.03573728813559322,1848.1244087669372,24.99758816934832,987.1580343970613,951.8796832864483,35.278351110613016,0.013525922849548117,0,1.0,0.9640899848665268,0.9454608685927287,0.9809172364536499
slippage,100000.0,100000.0,0.003,1000.0,0.03657627118644068,1892.7432002048151,25.581854995986532,987.1580343970613,951.0514744270811,36.10655996998025,0.013515755858067963,0,1.0,0.9632470630221865,0.9446422666302341,0.9809311144861856
slippage,100000.0,100000.0,0.003,1000.0,0.03741525423728814,1937.4203133669403,26.166001074547466,987.1580343970613,950.2232655677144,36.93476882934692,0.01350558827840251,0,1.0,0.962404146542987,0.9438236594248118,0.9809449915062785
slippage,100000.0,100000.0,0.003,1000.0,0.038254237288135595,1982.1558754187513,26.750026261467838,987.1580343970613,949.3950567083472,37.76297768871416,0.013495420109589824,0,1.0,0.9615612354312252,0.9430050469741557,0.9809588675124655
slippage,100000.0,100000.0,0.003,1000.0,0.039093220338983055,2026.9500139141373,27.333930412867176,987.1580343970613,948.5668478489804,38.59118654808094,0.01348525135066555,0,1.0,0.960718329689203,0.9421864292759584,0.9809727425032825
slippage,100000.0,100000.0,0.003,1000.0,0.039932203389830515,2071.8028567970678,27.91771338455237,987.1580343970613,947.7386389896134,39.41939540744795,0.013475082000664941,0,1.0,0.9598754293192242,0.9413678063279083,0.9809866164772602
slippage,100000.0,100000.0,0.003,1000.0,0.04077118644067797,2116.714532403106,28.501375032009037,987.1580343970613,946.9104301302463,40.247604266815074,0.013464912058619176,0,1.0,0.9590325343235955,0.9405491781276907,0.9810004894329275
slippage,100000.0,100000.0,0.003,1000.0,0.04161016949152543,2161.6851694608968,29.08491521040696,987.1580343970613,946.0822212708794,41.07581312618197,0.01345474152355889,0,1.0,0.9581896447046274,0.9397305446729887,0.9810143613688092
slippage,100000.0,100000.0,0.003,1000.0,0.04244915254237289,2206.714897093818,29.668333774594885,987.1580343970613,945.2540124115123,41.90402198554898,0.013444570394511432,0,1.0,0.9573467604646329,0.9389119059614814,0.9810282322834274
slippage,100000.0,100000.0,0.003,1000.0,0.043288135593220346,2251.8038448214247,30.251630579100947,987.1580343970613,944.4258035521455,42.732230844915875,0.013434398670502314,0,1.0,0.9565038816059281,0.9380932619908461,0.9810421021753011
slippage,100000.0,100000.0,0.003,1000.0,0.0441271186440678,2296.952142561119,30.834805478134058,987.1580343970613,943.5975946927784,43.560439704282885,0.013424226350555573,0,1.0,0.9556610081308322,0.9372746127587556,0.9810559710429455
slippage,100000.0,100000.0,0.003,1000.0,0.04496610169491526,2342.1599206296473,31.41785832557889,987.1580343970613,942.7693858334112,44.38864856365012,0.013414053433692421,0,1.0,0.9548181400416672,0.9364559582628802,0.981069838884873
slippage,100000.0,100000.0,0.003,1000.0,0.04580508474576272,2387.427309744703,32.000788974997704,987.1580343970613,941.941176974044,45.21685742301736,0.013403879918932347,0,1.0,0.9539752773407587,0.9356372985008877,0.9810837056995927
slippage,100000.0,100000.0,0.003,1000.0,0.04664406779661018,2432.7544410264322,32.58359727962625,987.1580343970613,941.112968114678,46.045066282383345,0.013393705805292257,0,1.0,0.9531324200304364,0.9348186334704435,0.98109757148561
slippage,100000.0,100000.0,0.003,1000.0,0.04748305084745763,2478.1414459994007,33.16628309237922,987.1580343970613,940.28475925531,46.87327514175138,0.013383531091787098,0,1.0,0.9522895681130283,0.9339999631692056,0.9811114362414282
slippage,100000.0,100000.0,0.003,1000.0,0.04832203389830509,2523.588456593382,33.74884626583844,987.1580343970613,939.4565503959456,47.70148400111577,0.013373355777429872,0,1.0,0.9514467215908748,0.9331812875948378,0.9811252999655456
slippage,100000.0,100000.0,0.003,1000.0,0.04916101694915255,2569.095605146276,34.33128665226741,987.1580343970613,938.6283415365766,48.529692860484715,0.013363179861230855,0,1.0,0.9506038804663052,0.9323626067449866,0.981139162656459
slippage,100000.0,100000.0,0.003,1000.0,0.05,2614.6630244041758,34.913604103592206,987.1580343970613,937.8001326772088,49.35790171985252,0.013353003342198657,0,1.0,0.9497610447416658,0.93154392061731,0.9811530243126603
